大分類,中分類,教材コード,リリース,コース名,時間,形式,内容,"キャリアアップ
措置の種別",レッスン数,テスト有,システムID
中国語教材,製造（中国語）,CHIN01-009,〇,品質管理Ⅱ　第1章　QC7つ道具とは（中国語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法である「QC7つ道具」について学びます。問題解決の手順、QCストーリー、問題解決に有用な手法、QC7つ道具とその特徴について学び、品質管理の手法とQC7つ道具について理解を深めましょう。,職能別訓練,1,-,7435
中国語教材,製造（中国語）,CHIN01-010,〇,品質管理Ⅱ　第2章　グラフ（中国語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「グラフ」について解説します。データをグラフにして可視化することのメリットやグラフの種類を学習し、伝えたい情報に合わせて適切なグラフを選択、作成できるようになりましょう。,職能別訓練,1,-,7436
中国語教材,製造（中国語）,CHIN01-011,〇,品質管理Ⅱ　第3章　ヒストグラム（中国語）,0:40:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「ヒストグラム」について解説します。用語、分布の種類、分布と規格値について事例を交えて学び、得られた品質データの分布を調べ、データのばらつきを把握できるようになりましょう。,職能別訓練,1,-,7437
中国語教材,製造（中国語）,CHIN01-012,〇,品質管理Ⅱ　第4章　チェックシート（中国語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「チェックシート」について解説します。記録・調査用チェックシート、点検・確認用チェックシート、チェックシート作成のポイントについて学び、データの記録・集計・整理をしましょう。,職能別訓練,1,-,7438
中国語教材,製造（中国語）,CHIN01-013,〇,品質管理Ⅱ　第5章　パレート図（中国語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「パレート図」について解説します。パレート図の概要、パレート図作成のコツ、パレート図の見方を学び、重要な原因が何であるか、重点項目を判断できるようになりましょう。,職能別訓練,1,-,7439
中国語教材,製造（中国語）,CHIN01-014,〇,品質管理Ⅱ　第6章　特性要因図（中国語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「特性要因図」について解説します。特性要因図の名称、特性要因図の作成手順、要因を大分類するときのポイントを学び、問題とその原因の関係を系統的に整理できるようになりましょう。,職能別訓練,1,-,7440
中国語教材,製造（中国語）,CHIN01-015,〇,品質管理Ⅱ　第7章　散布図（中国語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「散布図」について解説します。散布図の概要、散布図からわかること、散布図の見方、散布図作成の効果について学び、２種類のデータの相関関係を調べられるようになりましょう。。,職能別訓練,1,-,7441
中国語教材,製造（中国語）,CHIN01-016,〇,品質管理Ⅱ　第8章　管理図（中国語）,2:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「管理図」について解説します。管理図の目的、管理状態の判断方法、管理限界の計算方法、異常状態と判定するためのルールについて学び、工程が安定状態かどうか判断できるようになりましょう。,職能別訓練,1,-,7442
中国語教材,製造（中国語）,CHIN01-017,〇,品質管理Ⅱ　第9章　層別（中国語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具と組み合わせて使いたい考え方「層別」について解説します。層別のやり方と効果について学び、品質管理における問題は何か、特性値は何によって影響を受けているのかを判断できるようになりましょう。,職能別訓練,1,-,7443
中国語教材,製造（中国語）,CHIN01-018,〇,品質管理 中級手法編(QC3級レベル)（中国語）,2:30:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる手法を学びます。問題解決の手順、問題解決に有用な手法、QC7つ道具とその特徴、基本統計量と工程能力指数、新QC7つ道具について学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,7,-,7445
中国語教材,製造（中国語）,CHIN01-019,〇,品質管理 中級実践編(QC3級レベル）（中国語）,1:10:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる基本的な考え方を学びます。現場での5大任務、品質の定義、品質特性、品質とばらつきの関係、品質管理活動のポイント、QCセンスの磨き方などについて学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,7446
中国語教材,製造（中国語）,CHIN01-020,〇,品質管理 初級(QC4級レベル)（中国語）,1:30:00,スライド,製造業で働く人を対象に、品質管理に関する基礎的事項や用語の意味を学びます。品質管理における「お客様」の定義、品質管理活動、改善活動、維持活動、工程と検査、標準と標準化、事実（データ）に基づく判断など、品質管理検定（QC検定）4級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,7444
中国語教材,製造（中国語）,CHIN01-021,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【ものづくり編】（中国語）,1:00:00,スライド,本コースでは初めて製造業で働く方を対象として、製造業における安全・品質・コスト・生産性・納期・価値など、製造現場で働く上で必要な考え方や実行するべき事柄を、日常生活での事例を踏まえながらわかりやすく解説します。品質やコストを意識しつつ、安全に働けるようになりましょう。,職能別訓練,1,-,7447
中国語教材,製造（中国語）,CHIN01-022,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【チームワーク編】（中国語）,1:00:00,スライド,ものづくりの現場は一人で完結するものではなく、チームワークが非常に重要になります。本コースでは、ものづくり現場におけるチームワークの考え方、グループとチームの違い、チームワークの重要性、チームワークに必要なことなど、ものづくり現場で必要なチームワークの知識を学習します。,職能別訓練,1,-,7448
中国語教材,製造（中国語）,CHIN01-023,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【改善編】（中国語）,1:00:00,スライド,ものづくり現場では業務改善の意識を常に持つことが求められます。ものづくり現場における改善活動の定義、改善活動とその効果、改善活動への取り組み方法（疑問点を探す、原因を考える、改善テーマの実行、効果検証）について日常生活での事例も交えて学び、現場で即実践できるようになりましょう。,職能別訓練,1,-,7449
中国語教材,ビジネスマナー（中国語）,CHIN02-001,〇,学生・新入社員のためのビジネスマナー講座（中国語）,2:00:00,スライド,社会人として働く上で必須となるビジネスマナーを基礎から学びます。ビジネスマナーの重要性、報連相、指示の受け方、身だしなみ、挨拶、敬語、電話応対、来客対応などの知識・スキルが身につきます。様々なビジネスシーンで相手に不快感を与えない、適切な対応ができるようになりましょう。,入職時等基礎的訓練,1,-,7450
中国語教材,セルフマネジメント（中国語）,CHIN03-001,〇,セルフケア研修「メンタルヘルス～元気に働くために～」（中国語）,1:00:00,スライド,働く上でストレスはどうしても生じてしまうものです。本コースではストレスの概要やストレスの原因、自分のストレス反応、うつ病のメカニズム、ストレスの対処方法について学びます。メンタルヘルスの基礎知識を身に着け、心身ともに健康な状態を保ち、長く働けるようになりましょう。,階層別訓練,1,-,7282
中国語教材,セルフマネジメント（中国語）,CHIN03-002,〇,管理職のためのメンタルヘルス研修（中国語）,0:40:00,スライド,管理者は自身だけでなく、部下のメンタルヘルスにも気を配らなければなりません。管理職と一般社員との違いや、管理監督者に求められる3つの予防、部下を指導する上で気を付けるべきこと、部下の不調への対処法を学びます。部下の不調にいち早く気づき、適切に対処できるようになりましょう。,階層別訓練,1,-,7452
中国語教材,安全衛生・５S（中国語）,CHIN04-001,〇,5Sについて（中国語）,0:30:00,スライド,5S運動とは、製造業の生産現場における工場改善の基本となる考え方であり、あらゆる管理の基本です。5S運動の徹底を見ると職場や工場の管理水準がわかるとさえ言われます。5S運動の概要や5Sの考え方・進め方について学び、安全で生産性・品質も高い理想の職場を目指しましょう。,職能別訓練,1,-,7451
英語教材,製造（英語）,ENGL01-001,〇,ものづくり基礎（作業管理）（英語）,0:50:00,スライド,製造業は売れるものを作る時代になっており、市場が要求する商品を安価でタイミングよく生産して供給することが求められています。本コースでは「ムダ」を排除するため「Just In Time」（JIT)の考え方、改善の手順、動作経済の4原則、JITにおける7つのムダについて学びます。,職能別訓練,1,-,7287
英語教材,製造（英語）,ENGL01-002,〇,生産管理（基礎）（英語）,0:40:00,スライド,製品の生産を合理的、効果的に行うためには生産管理が非常に重要です。本コースでは、生産管理の目的と意味、生産計画の立て方、生産管理の分類、在庫管理、生産管理担当者の役割について学びます。生産管理の基礎知識を理解し、企業の戦略計画を踏まえた生産計画を考えられるようになりましょう。,職能別訓練,1,-,7285
英語教材,製造（英語）,ENGL01-003,〇,品質とは（英語）,0:30:00,スライド,工場で作る製品は「お客様に安心して買ってもらえる製品」でなければなりません。本コースでは品質の重要性、品質保証と品質管理、品質におけるムダの徹底排除について学びます。お客様にとっての品質と作り手にとっての品質を理解し、顧客満足度を向上させるものづくりを目指しましょう。,職能別訓練,1,-,7283
英語教材,製造（英語）,ENGL01-004,〇,品質の基本的な考え方　第1章（英語）,1:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。現場での5大任務（品質管理・原価を下げる・納期を守る・安全を優先する・職場改善の意識をもつ）や品質の定義、適合品・不適合品、品質のかたより・バラつきについて理解を深めましょう。,職能別訓練,1,-,7288
英語教材,製造（英語）,ENGL01-005,〇,品質の基本的な考え方　第2章（英語）,1:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。品質管理の定義、ばらつきの要因（5M+1E）ごとのポイント、品質管理活動のポイント、PDCAサイクル（PDCAサイクルの概要、回し方、ポイント）について、理解を深めましょう。,職能別訓練,1,-,7289
英語教材,製造（英語）,ENGL01-006,〇,品質の基本的な考え方　第3章（英語）,0:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。このコースでは、品質管理の基本的な考え方であるQCセンスの重要な５つのポイント（重点志向、品質第一、顧客第一（マーケットイン）、再発防止、事実（データ）重視）について学習します。,職能別訓練,1,-,7290
英語教材,製造（英語）,ENGL01-007,〇,品質の基本的な考え方　第4章（英語）,0:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。品質管理における問題解決の手順である「QCストーリー」とPDCAサイクルの関係、問題解決に有用な手法であるQC7つ道具の特徴と問題解決の手順毎に有効な道具について学習します。,職能別訓練,1,-,7291
英語教材,製造（英語）,ENGL01-008,〇,製造業の基礎知識（英語）,1:00:00,スライド,これから製造業で働く方を対象に、製造業で働く上で知っておきたい基礎知識を解説します。製造業の概要と動向・市場規模、製造物責任法と訴訟事例、製造業における業務の要素（品質・原価・納期管理）、各部門の業務について学び、自身の業務の役割や責任を意識して働けるようになりましょう。,職能別訓練,1,-,7292
英語教材,製造（英語）,ENGL01-009,〇,品質管理Ⅱ　第1章　QC7つ道具とは（英語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法である「QC7つ道具」について学びます。問題解決の手順、QCストーリー、問題解決に有用な手法、QC7つ道具とその特徴について学び、品質管理の手法とQC7つ道具について理解を深めましょう。,職能別訓練,1,-,7423
英語教材,製造（英語）,ENGL01-010,〇,品質管理Ⅱ　第2章　グラフ（英語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「グラフ」について解説します。データをグラフにして可視化することのメリットやグラフの種類を学習し、伝えたい情報に合わせて適切なグラフを選択、作成できるようになりましょう。,職能別訓練,1,-,7424
英語教材,製造（英語）,ENGL01-011,〇,品質管理Ⅱ　第3章　ヒストグラフ（英語）,0:40:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「ヒストグラム」について解説します。用語、分布の種類、分布と規格値について事例を交えて学び、得られた品質データの分布を調べ、データのばらつきを把握できるようになりましょう。,職能別訓練,1,-,7425
英語教材,製造（英語）,ENGL01-012,〇,品質管理Ⅱ　第4章　チェックシート（英語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「チェックシート」について解説します。記録・調査用チェックシート、点検・確認用チェックシート、チェックシート作成のポイントについて学び、データの記録・集計・整理をしましょう。,職能別訓練,1,-,7426
英語教材,製造（英語）,ENGL01-013,〇,品質管理Ⅱ　第5章　パレート図（英語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「パレート図」について解説します。パレート図の概要、パレート図作成のコツ、パレート図の見方を学び、重要な原因が何であるか、重点項目を判断できるようになりましょう。,職能別訓練,1,-,7427
英語教材,製造（英語）,ENGL01-014,〇,品質管理Ⅱ　第6章　特性要因図（英語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「特性要因図」について解説します。特性要因図の名称、特性要因図の作成手順、要因を大分類するときのポイントを学び、問題とその原因の関係を系統的に整理できるようになりましょう。,職能別訓練,1,-,7428
英語教材,製造（英語）,ENGL01-015,〇,品質管理Ⅱ　第7章　散布図（英語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「散布図」について解説します。散布図の概要、散布図からわかること、散布図の見方、散布図作成の効果について学び、２種類のデータの相関関係を調べられるようになりましょう。。,職能別訓練,1,-,7429
英語教材,製造（英語）,ENGL01-016,〇,品質管理Ⅱ　第8章　管理図（英語）,2:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「管理図」について解説します。管理図の目的、管理状態の判断方法、管理限界の計算方法、異常状態と判定するためのルールについて学び、工程が安定状態かどうか判断できるようになりましょう。,職能別訓練,1,-,7430
英語教材,製造（英語）,ENGL01-017,〇,品質管理Ⅱ　第9章　層別（英語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具と組み合わせて使いたい考え方「層別」について解説します。層別のやり方と効果について学び、品質管理における問題は何か、特性値は何によって影響を受けているのかを判断できるようになりましょう。,職能別訓練,1,-,7431
英語教材,製造（英語）,ENGL01-018,〇,品質管理 中級手法編(QC3級レベル)（英語）,2:30:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる手法を学びます。問題解決の手順、問題解決に有用な手法、QC7つ道具とその特徴、基本統計量と工程能力指数、新QC7つ道具について学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,7,-,7433
英語教材,製造（英語）,ENGL01-019,〇,品質管理 中級実践編(QC3級レベル）（英語）,1:10:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる基本的な考え方を学びます。現場での5大任務、品質の定義、品質特性、品質とばらつきの関係、品質管理活動のポイント、QCセンスの磨き方などについて学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,7434
英語教材,製造（英語）,ENGL01-020,〇,品質管理 初級(QC4級レベル)（英語）,1:30:00,スライド,製造業で働く人を対象に、品質管理に関する基礎的事項や用語の意味を学びます。品質管理における「お客様」の定義、品質管理活動、改善活動、維持活動、工程と検査、標準と標準化、事実（データ）に基づく判断など、品質管理検定（QC検定）4級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,7432
英語教材,製造（英語）,ENGL01-021,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【ものづくり編】（英語）,1:00:00,スライド,本コースでは初めて製造業で働く方を対象として、製造業における安全・品質・コスト・生産性・納期・価値など、製造現場で働く上で必要な考え方や実行するべき事柄を、日常生活での事例を踏まえながらわかりやすく解説します。品質やコストを意識しつつ、安全に働けるようになりましょう。,職能別訓練,2,-,7417
英語教材,製造（英語）,ENGL01-022,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【チームワーク編】（英語）,1:00:00,スライド,ものづくりの現場は一人で完結するものではなく、チームワークが非常に重要になります。本コースでは、ものづくり現場におけるチームワークの考え方、グループとチームの違い、チームワークの重要性、チームワークに必要なことなど、ものづくり現場で必要なチームワークの知識を学習します。,職能別訓練,1,-,7418
英語教材,製造（英語）,ENGL01-023,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【改善編】（英語）,1:00:00,スライド,ものづくり現場では業務改善の意識を常に持つことが求められます。ものづくり現場における改善活動の定義、改善活動とその効果、改善活動への取り組み方法（疑問点を探す、原因を考える、改善テーマの実行、効果検証）について日常生活での事例も交えて学び、現場で即実践できるようになりましょう。,職能別訓練,3,-,7416
英語教材,ビジネスマナー（英語）,ENGL02-001,〇,学生・新入社員のためのビジネスマナー講座（英語）,2:00:00,スライド,社会人として働く上で必須となるビジネスマナーを基礎から学びます。ビジネスマナーの重要性、報連相、指示の受け方、身だしなみ、挨拶、敬語、電話応対、来客対応などの知識・スキルが身につきます。様々なビジネスシーンで相手に不快感を与えない、適切な対応ができるようになりましょう。,入職時等基礎的訓練,1,-,7421
英語教材,セルフマネジメント（英語）,ENGL03-001,〇,セルフケア研修「メンタルヘルス～元気に働くために～」（英語）,1:00:00,スライド,働く上でストレスはどうしても生じてしまうものです。本コースではストレスの概要やストレスの原因、自分のストレス反応、うつ病のメカニズム、ストレスの対処方法について学びます。メンタルヘルスの基礎知識を身に着け、心身ともに健康な状態を保ち、長く働けるようになりましょう。,階層別訓練,1,-,7293
英語教材,セルフマネジメント（英語）,ENGL03-002,〇,管理職のためのメンタルヘルス研修（英語）,0:40:00,スライド,管理者は自身だけでなく、部下のメンタルヘルスにも気を配らなければなりません。管理職と一般社員との違いや、管理監督者に求められる3つの予防、部下を指導する上で気を付けるべきこと、部下の不調への対処法を学びます。部下の不調にいち早く気づき、適切に対処できるようになりましょう。,階層別訓練,1,-,7422
英語教材,安全衛生・５S（英語）,ENGL04-001,〇,5Sについて（英語）,0:30:00,スライド,5S運動とは、製造業の生産現場における工場改善の基本となる考え方であり、あらゆる管理の基本です。5S運動の徹底を見ると職場や工場の管理水準がわかるとさえ言われます。5S運動の概要や5Sの考え方・進め方について学び、安全で生産性・品質も高い理想の職場を目指しましょう。,職能別訓練,1,-,7415
ベトナム語教材,製造（ベトナム語）,VIET01-001,〇,ものづくり基礎（作業管理）（ベトナム語）,0:50:00,スライド,製造業は売れるものを作る時代になっており、市場が要求する商品を安価でタイミングよく生産して供給することが求められています。本コースでは「ムダ」を排除するため「Just In Time」（JIT)の考え方、改善の手順、動作経済の4原則、JITにおける7つのムダについて学びます。,職能別訓練,1,-,13277
ベトナム語教材,製造（ベトナム語）,VIET01-002,〇,生産管理（基礎）（ベトナム語）,0:40:00,スライド,製品の生産を合理的、効果的に行うためには生産管理が非常に重要です。本コースでは、生産管理の目的と意味、生産計画の立て方、生産管理の分類、在庫管理、生産管理担当者の役割について学びます。生産管理の基礎知識を理解し、企業の戦略計画を踏まえた生産計画を考えられるようになりましょう。,職能別訓練,1,-,13272
ベトナム語教材,製造（ベトナム語）,VIET01-003,〇,品質とは（ベトナム語）,0:30:00,スライド,工場で作る製品は「お客様に安心して買ってもらえる製品」でなければなりません。本コースでは品質の重要性、品質保証と品質管理、品質におけるムダの徹底排除について学びます。お客様にとっての品質と作り手にとっての品質を理解し、顧客満足度を向上させるものづくりを目指しましょう。,職能別訓練,1,-,13279
ベトナム語教材,製造（ベトナム語）,VIET01-004,〇,品質の基本的な考え方　第1章（ベトナム語）,1:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。現場での5大任務（品質管理・原価を下げる・納期を守る・安全を優先する・職場改善の意識をもつ）や品質の定義、適合品・不適合品、品質のかたより・バラつきについて理解を深めましょう。,職能別訓練,1,-,13319
ベトナム語教材,製造（ベトナム語）,VIET01-005,〇,品質の基本的な考え方　第2章（ベトナム語）,1:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。品質管理の定義、ばらつきの要因（5M+1E）ごとのポイント、品質管理活動のポイント、PDCAサイクル（PDCAサイクルの概要、回し方、ポイント）について、理解を深めましょう。,職能別訓練,1,-,13318
ベトナム語教材,製造（ベトナム語）,VIET01-006,〇,品質の基本的な考え方　第3章（ベトナム語）,0:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。このコースでは、品質管理の基本的な考え方であるQCセンスの重要な５つのポイント（重点志向、品質第一、顧客第一（マーケットイン）、再発防止、事実（データ）重視）について学習します。,職能別訓練,1,-,13317
ベトナム語教材,製造（ベトナム語）,VIET01-007,〇,品質の基本的な考え方　第4章（ベトナム語）,0:30:00,スライド,品質・原価・納期の管理は仕事の基本です。品質を良くするための「品質管理」の考え方を基本から学びます。品質管理における問題解決の手順である「QCストーリー」とPDCAサイクルの関係、問題解決に有用な手法であるQC7つ道具の特徴と問題解決の手順毎に有効な道具について学習します。,職能別訓練,1,-,13316
ベトナム語教材,製造（ベトナム語）,VIET01-008,〇,製造業の基礎知識（ベトナム語）,1:00:00,スライド,これから製造業で働く方を対象に、製造業で働く上で知っておきたい基礎知識を解説します。製造業の概要と動向・市場規模、製造物責任法と訴訟事例、製造業における業務の要素（品質・原価・納期管理）、各部門の業務について学び、自身の業務の役割や責任を意識して働けるようになりましょう。,職能別訓練,1,-,13273
ベトナム語教材,製造（ベトナム語）,VIET01-009,〇,品質管理Ⅱ　第1章　QC7つ道具とは（ベトナム語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法である「QC7つ道具」について学びます。問題解決の手順、QCストーリー、問題解決に有用な手法、QC7つ道具とその特徴について学び、品質管理の手法とQC7つ道具について理解を深めましょう。,職能別訓練,1,-,13315
ベトナム語教材,製造（ベトナム語）,VIET01-010,〇,品質管理Ⅱ　第2章　グラフ（ベトナム語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「グラフ」について解説します。データをグラフにして可視化することのメリットやグラフの種類を学習し、伝えたい情報に合わせて適切なグラフを選択、作成できるようになりましょう。,職能別訓練,1,-,13314
ベトナム語教材,製造（ベトナム語）,VIET01-011,〇,品質管理Ⅱ　第3章　ヒストグラム（ベトナム語）,0:40:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「ヒストグラム」について解説します。用語、分布の種類、分布と規格値について事例を交えて学び、得られた品質データの分布を調べ、データのばらつきを把握できるようになりましょう。,職能別訓練,1,-,13313
ベトナム語教材,製造（ベトナム語）,VIET01-012,〇,品質管理Ⅱ　第4章　チェックシート（ベトナム語）,0:20:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「チェックシート」について解説します。記録・調査用チェックシート、点検・確認用チェックシート、チェックシート作成のポイントについて学び、データの記録・集計・整理をしましょう。,職能別訓練,1,-,13311
ベトナム語教材,製造（ベトナム語）,VIET01-013,〇,品質管理Ⅱ　第5章　パレート図（ベトナム語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「パレート図」について解説します。パレート図の概要、パレート図作成のコツ、パレート図の見方を学び、重要な原因が何であるか、重点項目を判断できるようになりましょう。,職能別訓練,1,-,13310
ベトナム語教材,製造（ベトナム語）,VIET01-014,〇,品質管理Ⅱ　第6章　特性要因図（ベトナム語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「特性要因図」について解説します。特性要因図の名称、特性要因図の作成手順、要因を大分類するときのポイントを学び、問題とその原因の関係を系統的に整理できるようになりましょう。,職能別訓練,1,-,13309
ベトナム語教材,製造（ベトナム語）,VIET01-015,〇,品質管理Ⅱ　第7章　散布図（ベトナム語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「散布図」について解説します。散布図の概要、散布図からわかること、散布図の見方、散布図作成の効果について学び、２種類のデータの相関関係を調べられるようになりましょう。。,職能別訓練,1,-,13308
ベトナム語教材,製造（ベトナム語）,VIET01-016,〇,品質管理Ⅱ　第8章　管理図（ベトナム語）,2:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具の内の「管理図」について解説します。管理図の目的、管理状態の判断方法、管理限界の計算方法、異常状態と判定するためのルールについて学び、工程が安定状態かどうか判断できるようになりましょう。,職能別訓練,1,-,13307
ベトナム語教材,製造（ベトナム語）,VIET01-017,〇,品質管理Ⅱ　第9章　層別（ベトナム語）,1:00:00,スライド,ものづくり系企業で働く方を対象に、品質管理を実践していく上での具体的な手法であるQC7つ道具と組み合わせて使いたい考え方「層別」について解説します。層別のやり方と効果について学び、品質管理における問題は何か、特性値は何によって影響を受けているのかを判断できるようになりましょう。,職能別訓練,1,-,13305
ベトナム語教材,製造（ベトナム語）,VIET01-018,〇,品質管理 中級手法編(QC3級レベル)（ベトナム語）,2:30:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる手法を学びます。問題解決の手順、問題解決に有用な手法、QC7つ道具とその特徴、基本統計量と工程能力指数、新QC7つ道具について学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,7,-,13294
ベトナム語教材,製造（ベトナム語）,VIET01-019,〇,品質管理 中級実践編(QC3級レベル）（ベトナム語）,1:10:00,スライド,製造業で働く人を対象に、品質管理を実践していく上で必要となる基本的な考え方を学びます。現場での5大任務、品質の定義、品質特性、品質とばらつきの関係、品質管理活動のポイント、QCセンスの磨き方などについて学びます。品質管理検定（QC検定）3級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,13292
ベトナム語教材,製造（ベトナム語）,VIET01-020,〇,品質管理 初級(QC4級レベル)（ベトナム語）,1:30:00,スライド,製造業で働く人を対象に、品質管理に関する基礎的事項や用語の意味を学びます。品質管理における「お客様」の定義、品質管理活動、改善活動、維持活動、工程と検査、標準と標準化、事実（データ）に基づく判断など、品質管理検定（QC検定）4級レベル相当の知識を身に着けましょう。,職能別訓練,3,-,13296
ベトナム語教材,製造（ベトナム語）,VIET01-021,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【ものづくり編】（ベトナム語）,1:00:00,スライド,本コースでは初めて製造業で働く方を対象として、製造業における安全・品質・コスト・生産性・納期・価値など、製造現場で働く上で必要な考え方や実行するべき事柄を、日常生活での事例を踏まえながらわかりやすく解説します。品質やコストを意識しつつ、安全に働けるようになりましょう。,職能別訓練,2,-,13274
ベトナム語教材,製造（ベトナム語）,VIET01-022,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【チームワーク編】（ベトナム語）,1:00:00,スライド,ものづくりの現場は一人で完結するものではなく、チームワークが非常に重要になります。本コースでは、ものづくり現場におけるチームワークの考え方、グループとチームの違い、チームワークの重要性、チームワークに必要なことなど、ものづくり現場で必要なチームワークの知識を学習します。,職能別訓練,1,-,13275
ベトナム語教材,製造（ベトナム語）,VIET01-023,〇,即実践、誰でもわかる！ものづくり教育入門  初級　【改善編】（ベトナム語）,1:00:00,スライド,ものづくり現場では業務改善の意識を常に持つことが求められます。ものづくり現場における改善活動の定義、改善活動とその効果、改善活動への取り組み方法（疑問点を探す、原因を考える、改善テーマの実行、効果検証）について日常生活での事例も交えて学び、現場で即実践できるようになりましょう。,職能別訓練,3,-,13276
ベトナム語教材,ビジネスマナー（ベトナム語）,VIET02-001,〇,学生・新入社員のためのビジネスマナー講座（ベトナム語）,2:00:00,スライド,社会人として働く上で必須となるビジネスマナーを基礎から学びます。ビジネスマナーの重要性、報連相、指示の受け方、身だしなみ、挨拶、敬語、電話応対、来客対応などの知識・スキルが身につきます。様々なビジネスシーンで相手に不快感を与えない、適切な対応ができるようになりましょう。,入職時等基礎的訓練,2,-,13271
